task id resource start end time downloaded executed uploaded type
mProjectPP 7 256 0 6389 6389 1119 4460 810 256
mProjectPP 5 256 75 6601 6526 1198 4465 863 256
mProjectPP 1 256 155 6537 6382 1064 4382 936 256
mProjectPP 10 256 303 6624 6321 1093 4440 788 256
mProjectPP 3 256 267 6738 6471 1090 4540 841 256
mProjectPP 9 256 360 6829 6469 1130 4519 820 256
mProjectPP 2 256 374 6747 6373 1099 4380 894 256
mProjectPP 6 256 454 6920 6466 1120 4483 863 256
mProjectPP 4 256 273 6885 6612 1060 4500 1052 256
mProjectPP 8 256 480 7098 6618 1132 4542 944 256
mDiffFit 22 256 6750 10085 3335 2387 623 325 256
mDiffFit 14 256 6977 10274 3297 2380 625 292 256
mDiffFit 17 256 6911 10264 3353 2583 500 270 256
mDiffFit 13 256 6840 10422 3582 2493 720 369 256
mDiffFit 11 256 6935 10344 3409 2421 683 305 256
mDiffFit 26 256 6756 10381 3625 2503 703 419 256
mDiffFit 27 256 6922 10505 3583 2751 540 292 256
mDiffFit 12 256 6954 10629 3675 2860 503 312 256
mDiffFit 20 256 7135 10670 3535 2339 861 335 256
mDiffFit 25 256 7011 11913 4902 3957 663 282 256
mDiffFit 16 256 8022 12656 4634 3477 722 435 256
mDiffFit 15 256 8135 12752 4617 3643 578 396 256
mDiffFit 19 256 8044 12764 4720 3818 541 361 256
mDiffFit 21 256 8070 12771 4701 3607 721 373 256
mDiffFit 23 256 7976 12811 4835 3993 520 322 256
mDiffFit 24 256 8058 12959 4901 3628 845 428 256
mDiffFit 18 256 8047 14008 5961 4860 700 401 256
mConcatFit 28 256 14408 16305 1897 721 1001 175 256
mBgModel 29 256 16430 29754 13324 157 13000 167 256
mBackground 32 256 30052 31852 1800 655 400 745 256
mBackground 39 256 30234 32065 1831 600 402 829 256
mBackground 36 256 30184 32159 1975 758 600 617 256
mBackground 35 256 30148 32197 2049 918 362 769 256
mBackground 33 256 30416 32289 1873 819 401 653 256
mBackground 31 256 30368 32428 2060 861 419 780 256
mBackground 34 256 30137 32387 2250 922 379 949 256
mBackground 37 256 30262 32375 2113 797 581 735 256
mBackground 30 256 30137 32447 2310 1010 544 756 256
mBackground 38 256 30433 32527 2094 899 401 794 256
mImgtbl 40 256 32686 36017 3331 2927 239 165 256
mAdd 41 256 42532 52891 10359 7601 1240 1518 256
mShrink 42 256 53233 55215 1982 699 561 722 256
mJPEG 43 256 55521 58007 2486 551 1701 234 256
mProjectPP 3 256 0 5255 5255 369 4302 584 256
mProjectPP 1 256 76 5435 5359 366 4400 593 256
mProjectPP 6 256 182 5580 5398 476 4302 620 256
mProjectPP 4 256 228 5615 5387 457 4302 628 256
mProjectPP 10 256 267 5644 5377 397 4320 660 256
mProjectPP 7 256 234 5840 5606 458 4421 727 256
mProjectPP 8 256 217 5861 5644 379 4564 701 256
mProjectPP 5 256 217 5874 5657 440 4541 676 256
mProjectPP 9 256 120 6113 5993 857 4380 756 256
mProjectPP 2 256 147 6631 6484 1399 4344 741 256
mDiffFit 12 256 5585 8149 2564 1717 560 287 256
mDiffFit 22 256 6236 8853 2617 1973 340 304 256
mDiffFit 16 256 5783 9082 3299 2202 720 377 256
mDiffFit 18 256 6259 9217 2958 1874 701 383 256
mDiffFit 27 256 6507 9191 2684 1860 541 283 256
mDiffFit 23 256 6169 9189 3020 2209 522 289 256
mDiffFit 21 256 6270 9307 3037 2155 523 359 256
mDiffFit 26 256 6219 9322 3103 2179 559 365 256
mDiffFit 13 256 6328 9434 3106 2191 543 372 256
mDiffFit 20 256 6251 9411 3160 2148 698 314 256
mDiffFit 17 256 6483 9468 2985 2341 303 341 256
mDiffFit 25 256 6624 9621 2997 2181 480 336 256
mDiffFit 19 256 6490 9627 3137 2480 342 315 256
mDiffFit 14 256 6888 9645 2757 2039 424 294 256
mDiffFit 24 256 6503 9835 3332 2459 525 348 256
mDiffFit 11 256 7109 10127 3018 2117 563 338 256
mDiffFit 15 256 7089 10239 3150 2339 361 450 256
mConcatFit 28 256 10371 12204 1833 656 1002 175 256
mBgModel 29 256 12465 25748 13283 132 12992 159 256
mBackground 32 256 27227 28831 1604 679 301 624 256
mBackground 37 256 27309 28914 1605 634 400 571 256
mBackground 33 256 27197 28862 1665 570 382 713 256
mBackground 35 256 27249 29022 1773 580 441 752 256
mBackground 34 256 27276 29039 1763 661 340 762 256
mBackground 39 256 27319 29094 1775 599 380 796 256
mBackground 31 256 27243 29163 1920 701 400 819 256
mBackground 36 256 27224 29230 2006 779 442 785 256
mBackground 38 256 27260 29295 2035 696 462 877 256
mBackground 30 256 27426 29855 2429 960 400 1069 256
mImgtbl 40 256 29966 33281 3315 2902 221 192 256
mAdd 41 256 33589 41530 7941 5897 1162 882 256
mShrink 42 256 41869 43873 2004 657 563 784 256
mJPEG 43 256 44131 46533 2402 515 1642 245 256
mProjectPP 1 256 50 5289 5239 415 4224 600 256
mProjectPP 7 256 40 5281 5241 436 4180 625 256
mProjectPP 4 256 0 5251 5251 422 4201 628 256
mProjectPP 2 256 88 5371 5283 390 4280 613 256
mProjectPP 10 256 143 5395 5252 419 4220 613 256
mProjectPP 5 256 39 5350 5311 362 4281 668 256
mProjectPP 9 256 52 5368 5316 454 4260 602 256
mProjectPP 3 256 46 5398 5352 429 4162 761 256
mProjectPP 8 256 105 5658 5553 380 4182 991 256
mProjectPP 6 256 43 6375 6332 387 4220 1725 256
mDiffFit 25 256 5720 7923 2203 1439 502 262 256
mDiffFit 22 256 5737 7960 2223 1588 338 297 256
mDiffFit 14 256 5826 7980 2154 1559 323 272 256
mDiffFit 19 256 5705 8010 2305 1471 503 331 256
mDiffFit 17 256 5810 8038 2228 1415 502 311 256
mDiffFit 12 256 5778 7992 2214 1339 542 333 256
mDiffFit 27 256 5668 8079 2411 1575 539 297 256
mDiffFit 15 256 5912 8154 2242 1539 400 303 256
mDiffFit 13 256 5666 8132 2466 1437 700 329 256
mDiffFit 26 256 5670 8293 2623 1686 561 376 256
mDiffFit 16 256 5725 8333 2608 1382 878 348 256
mDiffFit 11 256 5676 8432 2756 1750 663 343 256
mDiffFit 20 256 5691 8418 2727 1655 522 550 256
mDiffFit 23 256 6607 8991 2384 1545 359 480 256
mDiffFit 18 256 6085 9111 3026 2158 522 346 256
mDiffFit 24 256 6575 9134 2559 1573 541 445 256
mDiffFit 21 256 6942 9810 2868 1879 522 467 256
mConcatFit 28 256 10062 12025 1963 720 1060 183 256
mBgModel 29 256 12139 25424 13285 148 12954 183 256
mBackground 34 256 25767 27198 1431 539 302 590 256
mBackground 35 256 25663 27147 1484 585 302 597 256
mBackground 38 256 25710 27190 1480 592 301 587 256
mBackground 32 256 25749 27288 1539 579 321 639 256
mBackground 31 256 25762 27387 1625 619 420 586 256
mBackground 30 256 25720 27255 1535 625 321 589 256
mBackground 37 256 25785 27372 1587 580 381 626 256
mBackground 33 256 25784 27509 1725 619 301 805 256
mBackground 36 256 25758 27563 1805 637 320 848 256
mBackground 39 256 25765 28687 2922 1746 400 776 256
mImgtbl 40 256 28955 31668 2713 2076 460 177 256
mAdd 41 256 59671 69721 10050 7841 1144 1065 256
mShrink 42 256 70072 71952 1880 699 583 598 256
mJPEG 43 256 72162 74589 2427 529 1661 237 256
mProjectPP 2 256 61 5318 5257 380 4261 616 256
mProjectPP 5 256 57 5305 5248 427 4220 601 256
mProjectPP 3 256 48 5305 5257 378 4243 636 256
mProjectPP 4 256 42 5295 5253 398 4202 653 256
mProjectPP 7 256 29 5344 5315 434 4223 658 256
mProjectPP 9 256 0 5323 5323 466 4260 597 256
mProjectPP 1 256 54 5379 5325 379 4203 743 256
mProjectPP 10 256 53 5403 5350 410 4260 680 256
mProjectPP 8 256 119 5465 5346 380 4360 606 256
mProjectPP 6 256 14 5664 5650 415 4482 753 256
mDiffFit 12 256 5694 7758 2064 1361 362 341 256
mDiffFit 23 256 5916 7893 1977 1319 344 314 256
mDiffFit 15 256 5708 7873 2165 1516 363 286 256
mDiffFit 11 256 5694 7872 2178 1346 522 310 256
mDiffFit 13 256 5740 7960 2220 1320 523 377 256
mDiffFit 18 256 5757 7994 2237 1337 521 379 256
mDiffFit 25 256 5748 8020 2272 1418 502 352 256
mDiffFit 27 256 5732 8040 2308 1471 540 297 256
mDiffFit 26 256 5783 8062 2279 1340 541 398 256
mDiffFit 17 256 5751 8143 2392 1568 540 284 256
mDiffFit 20 256 5734 8100 2366 1272 724 370 256
mDiffFit 22 256 5774 8189 2415 1648 482 285 256
mDiffFit 19 256 5723 8185 2462 1610 503 349 256
mDiffFit 16 256 5671 8256 2585 1676 522 387 256
mDiffFit 24 256 5867 8631 2764 1674 721 369 256
mDiffFit 21 256 5964 8623 2659 1720 540 399 256
mDiffFit 14 256 5688 8671 2983 2001 660 322 256
mConcatFit 28 256 8871 10797 1926 679 1099 148 256
mBgModel 29 256 11091 24271 13180 147 12852 181 256
mBackground 35 256 24655 26097 1442 545 321 576 256
mBackground 34 256 24614 26048 1434 539 301 594 256
mBackground 31 256 24547 26064 1517 579 320 618 256
mBackground 33 256 24703 26158 1455 580 321 554 256
mBackground 32 256 24545 26175 1630 644 401 585 256
mBackground 39 256 24661 26200 1539 640 300 599 256
mBackground 37 256 24626 26166 1540 640 301 599 256
mBackground 36 256 24624 26265 1641 579 320 742 256
mBackground 38 256 24859 26785 1926 940 321 665 256
mBackground 30 256 24535 26952 2417 629 440 1348 256
mImgtbl 40 256 27124 31108 3984 3380 423 181 256
mAdd 41 256 37204 47709 10505 8361 1239 905 256
mShrink 42 256 47965 49895 1930 519 704 707 256
mJPEG 43 256 50264 52750 2486 580 1701 205 256
mProjectPP 9 256 43 5209 5166 337 4221 608 256
mProjectPP 8 256 77 5302 5225 319 4300 606 256
mProjectPP 10 256 108 5294 5186 359 4203 624 256
mProjectPP 7 256 97 5313 5216 380 4221 615 256
mProjectPP 3 256 104 5390 5286 389 4241 656 256
mProjectPP 2 256 85 5397 5312 438 4280 594 256
mProjectPP 4 256 0 5412 5412 398 4400 614 256
mProjectPP 5 256 117 5521 5404 418 4323 663 256
mProjectPP 6 256 160 5573 5413 474 4264 675 256
mProjectPP 1 256 81 5626 5545 359 4564 622 256
mDiffFit 20 256 5723 7763 2040 1197 519 324 256
mDiffFit 17 256 5705 7745 2040 1342 324 374 256
mDiffFit 25 256 5683 7942 2259 1621 379 259 256
mDiffFit 22 256 5692 7907 2215 1388 521 306 256
mDiffFit 23 256 5750 7952 2202 1538 362 302 256
mDiffFit 12 256 5800 7971 2171 1457 363 351 256
mDiffFit 26 256 5633 8038 2405 1547 541 317 256
mDiffFit 18 256 5671 8118 2447 1585 522 340 256
mDiffFit 15 256 5607 8105 2498 1491 701 306 256
mDiffFit 21 256 5776 8090 2314 1458 522 334 256
mDiffFit 24 256 5773 8243 2470 1421 561 488 256
mDiffFit 16 256 5715 8282 2567 1542 684 341 256
mDiffFit 14 256 5743 8374 2631 1831 479 321 256
mDiffFit 11 256 5897 8378 2481 1552 542 387 256
mDiffFit 13 256 5794 8316 2522 1574 559 389 256
mDiffFit 19 256 5939 8789 2850 2001 521 328 256
mDiffFit 27 256 5678 9319 3641 2956 344 341 256
mConcatFit 28 256 11845 13712 1867 692 999 176 256
mBgModel 29 256 14003 27344 13341 138 13013 190 256
mBackground 34 256 27613 29116 1503 580 302 621 256
mBackground 33 256 27582 29138 1556 512 301 743 256
mBackground 38 256 27553 29083 1530 581 322 627 256
mBackground 30 256 27558 29107 1549 560 321 668 256
mBackground 36 256 27516 29078 1562 598 301 663 256
mBackground 37 256 27558 29149 1591 619 402 570 256
mBackground 39 256 27597 29257 1660 598 322 740 256
mBackground 32 256 27577 29286 1709 740 302 667 256
mBackground 31 256 27508 29219 1711 560 320 831 256
mBackground 35 256 27584 29335 1751 605 342 804 256
mImgtbl 40 256 33090 37733 4643 4002 478 163 256
mAdd 41 256 45292 55375 10083 7898 1261 924 256
mShrink 42 256 55769 57673 1904 582 561 761 256
mJPEG 43 256 57789 60512 2723 720 1701 302 256
mProjectPP 1 512 55 3402 3347 597 2164 586 512
mProjectPP 6 512 0 3421 3421 593 2220 608 512
mProjectPP 7 512 74 3471 3397 639 2182 576 512
mProjectPP 2 512 16 3486 3470 637 2220 613 512
mProjectPP 8 512 31 3485 3454 670 2200 584 512
mProjectPP 9 512 13 3518 3505 681 2182 642 512
mProjectPP 3 512 106 3472 3366 628 2142 596 512
mProjectPP 4 512 186 3628 3442 648 2201 593 512
mProjectPP 10 512 186 3640 3454 678 2183 593 512
mProjectPP 5 512 179 3667 3488 688 2201 599 512
mDiffFit 25 512 3697 5502 1805 1268 243 294 512
mDiffFit 15 512 3659 5518 1859 1295 282 282 512
mDiffFit 14 512 3709 5537 1828 1285 284 259 512
mDiffFit 23 512 3555 5504 1949 1340 267 342 512
mDiffFit 11 512 3693 5623 1930 1274 344 312 512
mDiffFit 12 512 3717 5659 1942 1298 264 380 512
mDiffFit 18 512 3705 5719 2014 1368 343 303 512
mDiffFit 24 512 3699 5751 2052 1363 360 329 512
mDiffFit 27 512 3791 6142 2351 1282 261 808 512
mDiffFit 20 512 3744 6187 2443 1388 363 692 512
mDiffFit 19 512 4308 6770 2462 1843 265 354 512
mDiffFit 26 512 4281 6823 2542 1849 365 328 512
mDiffFit 17 512 4646 6920 2274 1648 325 301 512
mDiffFit 13 512 4575 7000 2425 1733 361 331 512
mDiffFit 21 512 4517 7086 2569 1769 420 380 512
mDiffFit 16 512 4540 7224 2684 1946 342 396 512
mDiffFit 22 512 4609 7880 3271 2159 260 852 512
mConcatFit 28 512 8185 9184 999 332 492 175 512
mBgModel 29 512 9503 16129 6626 128 6357 141 512
mBackground 38 512 16312 17549 1237 415 201 621 512
mBackground 37 512 16454 17586 1132 478 201 453 512
mBackground 33 512 16321 17594 1273 544 201 528 512
mBackground 30 512 16323 17674 1351 523 204 624 512
mBackground 36 512 16433 17668 1235 481 199 555 512
mBackground 35 512 16349 17708 1359 562 201 596 512
mBackground 39 512 16459 17694 1235 480 201 554 512
mBackground 34 512 16452 17727 1275 458 181 636 512
mBackground 31 512 16432 17915 1483 516 200 767 512
mBackground 32 512 16416 18381 1965 1118 181 666 512
mImgtbl 40 512 18615 20564 1949 1679 124 146 512
mAdd 41 512 20682 24501 3819 2612 544 663 512
mShrink 42 512 24820 26081 1261 454 301 506 512
mJPEG 43 512 26230 27753 1523 465 862 196 512
mProjectPP 4 512 0 2883 2883 287 2122 474 512
mProjectPP 10 512 47 2914 2867 322 2082 463 512
mProjectPP 6 512 33 2954 2921 313 2104 504 512
mProjectPP 1 512 75 2957 2882 275 2066 541 512
mProjectPP 2 512 46 3065 3019 338 2146 535 512
mProjectPP 5 512 31 3116 3085 371 2140 574 512
mProjectPP 8 512 103 3153 3050 299 2180 571 512
mProjectPP 7 512 121 3209 3088 359 2202 527 512
mProjectPP 3 512 128 3236 3108 357 2220 531 512
mProjectPP 9 512 143 3350 3207 321 2257 629 512
mDiffFit 19 512 3314 4862 1548 1087 183 278 512
mDiffFit 15 512 3358 4934 1576 1028 264 284 512
mDiffFit 14 512 3490 4921 1431 937 224 270 512
mDiffFit 23 512 3483 4950 1467 1001 197 269 512
mDiffFit 25 512 3599 4984 1385 902 260 223 512
mDiffFit 20 512 3365 5032 1667 1098 260 309 512
mDiffFit 13 512 3311 5052 1741 1171 265 305 512
mDiffFit 21 512 3298 5065 1767 1047 344 376 512
mDiffFit 12 512 3530 5082 1552 999 280 273 512
mDiffFit 18 512 3422 5142 1720 1149 258 313 512
mDiffFit 16 512 3391 5130 1739 1135 264 340 512
mDiffFit 22 512 3469 5124 1655 1158 224 273 512
mDiffFit 27 512 3648 5197 1549 1002 278 269 512
mDiffFit 17 512 3381 5211 1830 1354 178 298 512
mDiffFit 26 512 3399 5320 1921 1071 280 570 512
mDiffFit 24 512 3649 5358 1709 939 362 408 512
mDiffFit 11 512 3185 5540 2355 1134 324 897 512
mConcatFit 28 512 5834 6840 1006 392 474 140 512
mBgModel 29 512 7061 13713 6652 116 6365 171 512
mBackground 31 512 14025 15060 1035 421 142 472 512
mBackground 34 512 13995 15071 1076 407 158 511 512
mBackground 33 512 14026 15143 1117 387 141 589 512
mBackground 37 512 14066 15164 1098 480 159 459 512
mBackground 38 512 14063 15192 1129 386 160 583 512
mBackground 36 512 14092 15421 1329 517 280 532 512
mBackground 30 512 14031 15359 1328 538 201 589 512
mBackground 39 512 14127 15487 1360 520 281 559 512
mBackground 35 512 14088 15512 1424 641 199 584 512
mBackground 32 512 14031 15504 1473 656 140 677 512
mImgtbl 40 512 15683 17241 1558 1304 122 132 512
mAdd 41 512 17532 23826 6294 2216 559 3519 512
mShrink 42 512 24093 25398 1305 454 281 570 512
mJPEG 43 512 25730 27133 1403 396 802 205 512
mProjectPP 4 512 15 2887 2872 284 2082 506 512
mProjectPP 2 512 0 2851 2851 318 2081 452 512
mProjectPP 10 512 92 2926 2834 290 2095 449 512
mProjectPP 1 512 72 2995 2923 265 2101 557 512
mProjectPP 3 512 37 2990 2953 323 2119 511 512
mProjectPP 7 512 88 3022 2934 323 2070 541 512
mProjectPP 8 512 86 3040 2954 287 2138 529 512
mProjectPP 9 512 95 3059 2964 327 2134 503 512
mProjectPP 5 512 77 3080 3003 273 2115 615 512
mProjectPP 6 512 85 3648 3563 878 2097 588 512
mDiffFit 12 512 3222 4361 1139 660 181 298 512
mDiffFit 27 512 3246 4462 1216 774 180 262 512
mDiffFit 11 512 3160 4526 1366 724 342 300 512
mDiffFit 25 512 3244 4597 1353 933 147 273 512
mDiffFit 20 512 3238 4640 1402 722 344 336 512
mDiffFit 15 512 3224 4665 1441 994 184 263 512
mDiffFit 16 512 3180 4709 1529 936 280 313 512
mDiffFit 13 512 3264 4783 1519 887 281 351 512
mDiffFit 22 512 3394 4907 1513 978 161 374 512
mDiffFit 19 512 3341 4946 1605 1120 180 305 512
mDiffFit 17 512 3266 4971 1705 1266 147 292 512
mDiffFit 24 512 3824 5107 1283 691 281 311 512
mDiffFit 18 512 3370 5122 1752 1160 261 331 512
mDiffFit 26 512 3182 5227 2045 1038 299 708 512
mDiffFit 21 512 3800 5442 1642 922 339 381 512
mDiffFit 23 512 3811 6121 2310 1781 281 248 512
mDiffFit 14 512 3203 7531 4328 3727 144 457 512
mConcatFit 28 512 7761 8745 984 353 461 170 512
mBgModel 29 512 8977 15648 6671 114 6400 157 512
mBackground 30 512 16039 17088 1049 394 160 495 512
mBackground 32 512 15976 17056 1080 363 167 550 512
mBackground 31 512 16045 17143 1098 437 158 503 512
mBackground 37 512 16060 17156 1096 432 160 504 512
mBackground 35 512 16001 17164 1163 449 161 553 512
mBackground 33 512 16066 17222 1156 409 182 565 512
mBackground 34 512 16048 17274 1226 423 238 565 512
mBackground 36 512 16081 17317 1236 431 221 584 512
mBackground 39 512 16067 17697 1630 884 143 603 512
mBackground 38 512 16058 19124 3066 2320 240 506 512
mImgtbl 40 512 19342 21129 1787 1398 220 169 512
mAdd 41 512 21399 25165 3766 2479 602 685 512
mShrink 42 512 25539 26732 1193 439 262 492 512
mJPEG 43 512 27040 28533 1493 419 863 211 512
mProjectPP 2 512 79 2956 2877 331 2068 478 512
mProjectPP 6 512 79 2958 2879 314 2090 475 512
mProjectPP 7 512 36 2957 2921 297 2083 541 512
mProjectPP 9 512 52 3010 2958 302 2082 574 512
mProjectPP 10 512 0 2932 2932 306 2095 531 512
mProjectPP 5 512 60 3001 2941 335 2077 529 512
mProjectPP 8 512 73 3012 2939 312 2090 537 512
mProjectPP 4 512 21 3023 3002 317 2124 561 512
mProjectPP 3 512 67 3045 2978 347 2060 571 512
mProjectPP 1 512 58 3067 3009 314 2102 593 512
mDiffFit 23 512 3088 4340 1252 744 243 265 512
mDiffFit 22 512 3256 4368 1112 685 162 265 512
mDiffFit 14 512 3281 4422 1141 698 161 282 512
mDiffFit 27 512 3224 4488 1264 731 185 348 512
mDiffFit 24 512 3213 4532 1319 730 265 324 512
mDiffFit 15 512 3163 4488 1325 878 182 265 512
mDiffFit 26 512 3220 4559 1339 771 264 304 512
mDiffFit 17 512 3264 4597 1333 870 144 319 512
mDiffFit 20 512 3251 4581 1330 724 259 347 512
mDiffFit 19 512 3278 4575 1297 749 182 366 512
mDiffFit 12 512 3408 4675 1267 833 183 251 512
mDiffFit 25 512 3187 4683 1496 867 242 387 512
mDiffFit 18 512 3288 4738 1450 910 265 275 512
mDiffFit 21 512 3268 4779 1511 892 343 276 512
mDiffFit 13 512 3290 4809 1519 930 266 323 512
mDiffFit 11 512 3313 4821 1508 867 322 319 512
mDiffFit 16 512 3258 4843 1585 784 282 519 512
mConcatFit 28 512 4965 5948 983 338 481 164 512
mBgModel 29 512 6088 12718 6630 120 6374 136 512
mBackground 36 512 13031 14073 1042 448 141 453 512
mBackground 34 512 13058 14100 1042 385 157 500 512
mBackground 32 512 13069 14114 1045 385 160 500 512
mBackground 30 512 13050 14121 1071 411 159 501 512
mBackground 37 512 13103 14157 1054 411 160 483 512
mBackground 35 512 13078 14161 1083 401 159 523 512
mBackground 31 512 13022 14169 1147 381 181 585 512
mBackground 39 512 13069 14274 1205 397 201 607 512
mBackground 33 512 13079 14296 1217 502 144 571 512
mBackground 38 512 13089 14392 1303 504 183 616 512
mImgtbl 40 512 14639 16245 1606 1254 220 132 512
mAdd 41 512 16534 22304 5770 4619 523 628 512
mShrink 42 512 22556 23845 1289 517 263 509 512
mJPEG 43 512 24184 25717 1533 510 824 199 512
mProjectPP 9 512 51 2888 2837 265 2082 490 512
mProjectPP 4 512 20 2899 2879 287 2101 491 512
mProjectPP 10 512 22 2917 2895 300 2080 515 512
mProjectPP 3 512 20 2950 2930 293 2073 564 512
mProjectPP 1 512 57 2961 2904 285 2099 520 512
mProjectPP 5 512 45 2950 2905 310 2073 522 512
mProjectPP 6 512 0 2953 2953 319 2074 560 512
mProjectPP 7 512 55 2971 2916 288 2104 524 512
mProjectPP 2 512 7 3018 3011 314 2098 599 512
mProjectPP 8 512 50 3129 3079 301 2093 685 512
mDiffFit 23 512 3358 4480 1122 641 162 319 512
mDiffFit 25 512 3345 4535 1190 743 161 286 512
mDiffFit 21 512 3308 4645 1337 756 266 315 512
mDiffFit 20 512 3285 4575 1290 700 266 324 512
mDiffFit 15 512 3349 4629 1280 797 180 303 512
mDiffFit 19 512 3297 4656 1359 789 243 327 512
mDiffFit 18 512 3367 4652 1285 691 279 315 512
mDiffFit 16 512 3332 4696 1364 807 263 294 512
mDiffFit 12 512 3326 4694 1368 896 186 286 512
mDiffFit 14 512 3339 4700 1361 876 242 243 512
mDiffFit 17 512 3282 4712 1430 1015 162 253 512
mDiffFit 22 512 3339 4715 1376 869 219 288 512
mDiffFit 11 512 3362 4787 1425 842 259 324 512
mDiffFit 24 512 3290 4781 1491 820 328 343 512
mDiffFit 26 512 3339 4815 1476 800 360 316 512
mDiffFit 27 512 3272 4865 1593 1113 184 296 512
mDiffFit 13 512 3325 5021 1696 1082 261 353 512
mConcatFit 28 512 5319 6313 994 355 493 146 512
mBgModel 29 512 6526 13192 6666 131 6369 166 512
mBackground 33 512 13391 14400 1009 387 140 482 512
mBackground 30 512 13352 14412 1060 393 182 485 512
mBackground 34 512 13412 14462 1050 369 160 521 512
mBackground 32 512 13386 14447 1061 418 163 480 512
mBackground 31 512 13381 14485 1104 369 162 573 512
mBackground 39 512 13402 14507 1105 396 157 552 512
mBackground 37 512 13406 14543 1137 433 158 546 512
mBackground 35 512 13395 14567 1172 430 159 583 512
mBackground 36 512 13432 14609 1177 386 180 611 512
mBackground 38 512 13423 14999 1576 361 178 1037 512
mImgtbl 40 512 15123 16742 1619 1339 120 160 512
mAdd 41 512 17047 20530 3483 2236 559 688 512
mShrink 42 512 20884 22551 1667 398 321 948 512
mJPEG 43 512 22937 24369 1432 347 818 267 512
mProjectPP 10 1024 0 2207 2207 492 1064 651 1024
mProjectPP 3 1024 264 2280 2016 456 1066 494 1024
mProjectPP 2 1024 370 2334 1964 424 1072 468 1024
mProjectPP 5 1024 337 2373 2036 451 1085 500 1024
mProjectPP 8 1024 407 2360 1953 439 1058 456 1024
mProjectPP 6 1024 352 2394 2042 436 1072 534 1024
mProjectPP 4 1024 324 2426 2102 484 1048 570 1024
mProjectPP 9 1024 393 2402 2009 434 1075 500 1024
mProjectPP 7 1024 509 2536 2027 428 1083 516 1024
mProjectPP 1 1024 333 2922 2589 402 1064 1123 1024
mDiffFit 14 1024 2412 3599 1187 765 147 275 1024
mDiffFit 15 1024 2525 3665 1140 713 139 288 1024
mDiffFit 17 1024 2575 3715 1140 762 111 267 1024
mDiffFit 19 1024 2551 3715 1164 766 126 272 1024
mDiffFit 18 1024 2563 3746 1183 718 166 299 1024
mDiffFit 27 1024 2609 3786 1177 732 164 281 1024
mDiffFit 21 1024 2571 3806 1235 755 167 313 1024
mDiffFit 16 1024 2635 3911 1276 738 216 322 1024
mDiffFit 24 1024 2634 3940 1306 751 207 348 1024
mDiffFit 11 1024 3187 4391 1204 763 165 276 1024
mDiffFit 25 1024 3408 4837 1429 989 148 292 1024
mDiffFit 23 1024 3428 4832 1404 971 162 271 1024
mDiffFit 20 1024 3298 4802 1504 982 207 315 1024
mDiffFit 22 1024 3445 4846 1401 1027 123 251 1024
mDiffFit 26 1024 3556 5049 1493 986 222 285 1024
mDiffFit 12 1024 4036 5475 1439 983 179 277 1024
mDiffFit 13 1024 4003 5619 1616 1169 166 281 1024
mConcatFit 28 1024 5749 6325 576 190 220 166 1024
mBgModel 29 1024 6618 10053 3435 118 3195 122 1024
mBackground 39 1024 10395 11316 921 355 141 425 1024
mBackground 36 1024 10433 11357 924 333 101 490 1024
mBackground 34 1024 10338 11326 988 416 97 475 1024
mBackground 37 1024 10407 11344 937 393 104 440 1024
mBackground 35 1024 10423 11373 950 355 133 462 1024
mBackground 38 1024 10385 11369 984 375 103 506 1024
mBackground 30 1024 10368 11448 1080 432 97 551 1024
mBackground 31 1024 10358 11438 1080 399 102 579 1024
mBackground 32 1024 10344 11784 1440 879 101 460 1024
mBackground 33 1024 10398 11856 1458 861 89 508 1024
mImgtbl 40 1024 12170 13329 1159 955 68 136 1024
mAdd 41 1024 13603 15651 2048 1241 280 527 1024
mShrink 42 1024 15949 16917 968 399 138 431 1024
mJPEG 43 1024 17180 18176 996 365 445 186 1024
mProjectPP 1 1024 12 1817 1805 288 1045 472 1024
mProjectPP 8 1024 111 1890 1779 289 1052 438 1024
mProjectPP 2 1024 101 1917 1816 273 1074 469 1024
mProjectPP 7 1024 0 1862 1862 287 1084 491 1024
mProjectPP 10 1024 55 1911 1856 319 1058 479 1024
mProjectPP 3 1024 76 1944 1868 327 1051 490 1024
mProjectPP 4 1024 53 1907 1854 266 1081 507 1024
mProjectPP 5 1024 47 1944 1897 286 1109 502 1024
mProjectPP 9 1024 84 2066 1982 277 1098 607 1024
mProjectPP 6 1024 77 2198 2121 303 1096 722 1024
mDiffFit 14 1024 2232 3095 863 474 121 268 1024
mDiffFit 15 1024 2150 3190 1040 654 135 251 1024
mDiffFit 12 1024 2156 3179 1023 697 87 239 1024
mDiffFit 11 1024 2149 3229 1080 611 169 300 1024
mDiffFit 26 1024 2153 3214 1061 671 141 249 1024
mDiffFit 16 1024 2232 3295 1063 616 169 278 1024
mDiffFit 18 1024 2264 3325 1061 623 165 273 1024
mDiffFit 17 1024 2226 3548 1322 978 114 230 1024
mDiffFit 19 1024 2247 3586 1339 966 97 276 1024
mDiffFit 27 1024 2301 3548 1247 894 85 268 1024
mDiffFit 22 1024 2207 3574 1367 1065 68 234 1024
mDiffFit 21 1024 2401 3590 1189 618 128 443 1024
mDiffFit 24 1024 2384 3566 1182 734 170 278 1024
mDiffFit 25 1024 2267 3618 1351 1042 77 232 1024
mDiffFit 23 1024 2440 3648 1208 863 102 243 1024
