task id resource request_start request_end request_duration start end time downloaded executed uploaded type
ellipsoids-openmp 7 1536 1999 5917 3918 2580 5861 3281 106 2942 233 sdbcs
ellipsoids-openmp 17 1536 1998 5932 3934 2545 5774 3229 113 2909 207 sdbcs
ellipsoids-openmp 8 1536 1994 5942 3948 2559 5806 3247 108 2923 216 sdbcs
ellipsoids-openmp 12 1536 1994 5958 3964 2605 5869 3264 114 2942 208 sdbcs
ellipsoids-openmp 24 1536 1997 5964 3967 2585 5843 3258 121 2957 180 sdbcs
ellipsoids-openmp 19 1536 1999 6083 4084 2782 5993 3211 119 2894 198 sdbcs
ellipsoids-openmp 39 1024 1960 6833 4873 2317 6654 4337 123 4019 195 sdbcs
ellipsoids-openmp 69 1024 1989 7139 5150 2605 6951 4346 113 4038 195 sdbcs
ellipsoids-openmp 80 1024 1988 7141 5153 2577 6943 4366 108 4059 199 sdbcs
ellipsoids-openmp 66 1024 1994 7142 5148 2609 6969 4360 113 4026 221 sdbcs
ellipsoids-openmp 85 1024 1993 7142 5149 2602 6964 4362 109 4062 191 sdbcs
ellipsoids-openmp 77 1024 1991 7143 5152 2609 6985 4376 109 4052 215 sdbcs
ellipsoids-openmp 74 1024 1992 7144 5152 2609 7051 4442 124 4118 200 sdbcs
ellipsoids-openmp 56 1024 1984 7145 5161 2351 7066 4715 114 4386 215 sdbcs
ellipsoids-openmp 67 1024 1988 7149 5161 2611 7085 4474 105 4199 170 sdbcs
ellipsoids-openmp 50 1024 1981 7243 5262 2581 7179 4598 107 4278 213 sdbcs
mean-pack-ell 86 512 6089 7257 1168 6179 7168 989 579 3 407 sdbcs
ellipsoids-openmp 64 1024 1982 7299 5317 2586 7230 4644 107 4301 236 sdbcs
ellipsoids-openmp 49 1024 1984 7307 5323 2585 7230 4645 118 4354 173 sdbcs
ellipsoids-openmp 54 1024 1986 7423 5437 2602 7362 4760 120 4435 205 sdbcs
ellipsoids-openmp 46 1024 1987 7471 5484 2586 7385 4799 117 4499 183 sdbcs
mean-pack-ell 89 512 7152 8065 913 7272 7826 554 427 3 124 sdbcs
mean-pack-ell 88 512 7474 8675 1201 7588 8353 765 642 3 120 sdbcs
ellipsoids-openmp 36 1536 1959 82825 80866 79706 82735 3029 113 2723 193 sdbcs
mean-pack-ell 87 512 82835 83892 1057 83175 83770 595 448 21 126 sdbcs
summary.js 90 256 83900 85701 1801 84360 85672 1312 309 820 183 sdbcs
generateData.js 1 1536 0 604 604 141 510 369 112 114 143 sdbcs
createDat.js 3 512 615 1491 876 717 1415 698 103 450 145 sdbcs
createDat.js 5 512 611 1670 1059 950 1602 652 151 376 125 sdbcs
createDat.js 4 512 610 1708 1098 927 1606 679 152 371 156 sdbcs
createDat.js 2 512 618 1811 1193 992 1738 746 160 398 188 sdbcs
ellipsoids-openmp 30 2048 1518 4532 3014 1897 4211 2314 108 2041 165 sdbcs
ellipsoids-openmp 31 2048 1513 4536 3023 1898 4236 2338 125 2011 202 sdbcs
ellipsoids-openmp 37 2048 1511 4537 3026 1905 4244 2339 130 2041 168 sdbcs
ellipsoids-openmp 41 2048 1517 4538 3021 1915 4253 2338 116 2036 186 sdbcs
ellipsoids-openmp 35 2048 1512 4539 3027 1856 4233 2377 110 2039 228 sdbcs
ellipsoids-openmp 26 2048 1536 4540 3004 1920 4290 2370 114 2045 211 sdbcs
ellipsoids-openmp 43 2048 1518 4540 3022 1914 4332 2418 123 2062 233 sdbcs
ellipsoids-openmp 82 2048 1687 4541 2854 2087 4428 2341 105 2053 183 sdbcs
ellipsoids-openmp 33 1536 1536 4639 3103 1662 4514 2852 109 2561 182 sdbcs
ellipsoids-openmp 40 1536 1510 4669 3159 1655 4581 2926 120 2593 213 sdbcs
ellipsoids-openmp 36 1536 1514 5105 3591 1934 4936 3002 120 2672 210 sdbcs
ellipsoids-openmp 42 1536 1509 5108 3599 1888 4914 3026 114 2747 165 sdbcs
ellipsoids-openmp 38 1536 1511 5108 3597 1820 4858 3038 113 2710 215 sdbcs
ellipsoids-openmp 27 1536 1515 5109 3594 1920 4948 3028 133 2706 189 sdbcs
ellipsoids-openmp 34 1536 1516 5109 3593 1928 4955 3027 112 2705 210 sdbcs
ellipsoids-openmp 28 1536 1532 5110 3578 1897 4926 3029 109 2701 219 sdbcs
ellipsoids-openmp 29 1536 1510 5111 3601 1845 4907 3062 117 2718 227 sdbcs
ellipsoids-openmp 44 1536 1532 5111 3579 2028 5061 3033 109 2718 206 sdbcs
ellipsoids-openmp 32 1536 1536 5112 3576 1876 4932 3056 182 2698 176 sdbcs
ellipsoids-openmp 45 1536 1515 5114 3599 2033 5001 2968 104 2687 177 sdbcs
ellipsoids-openmp 72 1536 1686 5116 3430 2079 5040 2961 113 2675 173 sdbcs
ellipsoids-openmp 76 1536 1689 5124 3435 2092 5037 2945 107 2643 195 sdbcs
ellipsoids-openmp 68 1536 1706 5133 3427 2140 5080 2940 106 2649 185 sdbcs
ellipsoids-openmp 83 1536 1688 5137 3449 2108 5072 2964 103 2665 196 sdbcs
