task id resource request_start request_end request_duration type
execute_case_1_0 56 512 2216 11508 9292 sdbws 
execute_case_1_1 57 512 2217 11608 9391 sdbws 
execute_case_1_2 58 512 2217 11550 9333 sdbws 
execute_case_1_3 59 512 2217 11502 9285 sdbws 
execute_case_1_4 60 512 2218 11515 9297 sdbws 
execute_case_1_5 61 512 2218 11578 9360 sdbws 
execute_case_1_6 62 512 2218 11544 9326 sdbws 
execute_case_1_7 63 512 2219 11543 9324 sdbws 
execute_case_1_8 64 512 2219 11601 9382 sdbws 
execute_case_1_9 65 512 2223 11552 9329 sdbws 
execute_case_1_10 66 512 2223 11532 9309 sdbws 
execute_case_1_11 67 512 2226 11428 9202 sdbws 
execute_case_1_12 68 512 2227 11557 9330 sdbws 
execute_case_1_13 69 512 2227 11583 9356 sdbws 
execute_case_1_14 70 512 2228 11552 9324 sdbws 
execute_case_1_15 71 512 2229 11562 9333 sdbws 
execute_case_1_16 72 512 2229 11557 9328 sdbws 
execute_case_1_17 73 512 2229 11553 9324 sdbws 
execute_case_1_18 74 512 2230 11561 9331 sdbws 
execute_case_1_19 75 512 2230 11628 9398 sdbws 
execute_case_1_20 76 512 2231 11462 9231 sdbws 
execute_case_1_21 77 512 2231 11590 9359 sdbws 
execute_case_1_22 78 512 2232 11502 9270 sdbws 
execute_case_1_23 79 512 2233 11636 9403 sdbws 
execute_case_1_24 80 512 2233 11533 9300 sdbws 
execute_case_1_25 81 512 2233 11462 9229 sdbws 
execute_case_1_26 82 512 2234 11544 9310 sdbws 
execute_case_1_27 83 512 2234 11595 9361 sdbws 
execute_case_1_28 84 512 2234 11588 9354 sdbws 
execute_case_1_29 85 1024 2193 7210 5017 sdbws 
execute_case_1_30 86 512 2240 11681 9441 sdbws 
execute_case_1_31 87 512 2240 11609 9369 sdbws 
execute_case_1_32 88 512 2241 11864 9623 sdbws 
execute_case_1_33 89 512 2241 11683 9442 sdbws 
execute_case_1_34 90 512 2241 11624 9383 sdbws 
execute_case_1_35 91 512 2242 11651 9409 sdbws 
execute_case_1_36 92 512 2242 11771 9529 sdbws 
execute_case_1_37 93 512 2242 11910 9668 sdbws 
execute_case_1_38 94 512 2243 11740 9497 sdbws 
execute_case_1_39 95 512 2243 11857 9614 sdbws 
execute_case_1_40 96 512 2243 11832 9589 sdbws 
execute_case_1_41 97 512 2244 12042 9798 sdbws 
execute_case_1_42 98 512 2258 11823 9565 sdbws 
execute_case_1_43 99 512 2286 11792 9506 sdbws 
execute_case_1_44 100 512 2213 11421 9208 sdbws 
execute_case_1_45 101 512 2214 11502 9288 sdbws 
execute_case_1_46 102 512 2215 11507 9292 sdbws 
execute_case_1_47 103 1024 2178 6941 4763 sdbws 
execute_case_1_48 104 512 2216 11607 9391 sdbws 
execute_case_1_49 105 512 2216 11496 9280 sdbws 
execute_case_2_0 106 512 2656 12794 10138 sdbws 
execute_case_2_1 107 512 2657 12480 9823 sdbws 
execute_case_2_2 108 512 2657 12727 10070 sdbws 
execute_case_2_3 109 512 2657 12592 9935 sdbws 
execute_case_2_4 110 512 2658 12603 9945 sdbws 
execute_case_2_5 111 512 2658 12719 10061 sdbws 
execute_case_2_6 112 512 2658 12759 10101 sdbws 
execute_case_2_7 113 512 2659 12815 10156 sdbws 
execute_case_2_8 114 512 2660 12885 10225 sdbws 
execute_case_2_9 115 512 2660 12504 9844 sdbws 
execute_case_2_10 116 512 2660 12785 10125 sdbws 
execute_case_2_11 117 512 2661 12662 10001 sdbws 
execute_case_2_12 118 512 2661 12572 9911 sdbws 
execute_case_2_13 119 512 2662 12786 10124 sdbws 
execute_case_2_14 120 512 2662 12566 9904 sdbws 
execute_case_2_15 121 512 2663 12563 9900 sdbws 
execute_case_2_16 122 512 2664 12860 10196 sdbws 
execute_case_2_17 123 512 2665 12679 10014 sdbws 
execute_case_2_18 124 512 2666 12701 10035 sdbws 
execute_case_2_19 125 512 2674 12600 9926 sdbws 
execute_case_2_20 126 512 2674 12810 10136 sdbws 
execute_case_2_21 127 512 2675 12665 9990 sdbws 
execute_case_2_22 128 512 2676 12400 9724 sdbws 
execute_case_2_23 129 512 2676 12679 10003 sdbws 
execute_case_2_24 130 512 2676 12665 9989 sdbws 
execute_case_2_25 131 512 2677 12641 9964 sdbws 
execute_case_2_26 132 512 2677 12647 9970 sdbws 
execute_case_2_27 133 512 2677 12648 9971 sdbws 
execute_case_2_28 134 512 2678 12656 9978 sdbws 
execute_case_2_29 135 512 2678 12678 10000 sdbws 
execute_case_2_30 136 512 2679 12715 10036 sdbws 
execute_case_2_31 137 512 2679 12751 10072 sdbws 
execute_case_2_32 138 512 2679 12705 10026 sdbws 
execute_case_2_33 139 512 2680 12694 10014 sdbws 
execute_case_2_34 140 512 2680 12863 10183 sdbws 
execute_case_2_35 141 512 2681 12760 10079 sdbws 
execute_case_2_36 142 512 2681 12619 9938 sdbws 
execute_case_2_37 143 512 2681 12552 9871 sdbws 
execute_case_2_38 144 512 2682 12675 9993 sdbws 
execute_case_2_39 145 512 2682 12646 9964 sdbws 
execute_case_2_40 146 512 2683 12582 9899 sdbws 
execute_case_2_41 147 512 2683 12560 9877 sdbws 
execute_case_2_42 148 512 2684 12510 9826 sdbws 
execute_case_2_43 149 512 2684 12453 9769 sdbws 
execute_case_2_44 150 512 2685 12629 9944 sdbws 
execute_case_2_45 151 512 2685 12727 10042 sdbws 
execute_case_2_46 152 512 2694 12485 9791 sdbws 
execute_case_2_47 153 512 2694 12620 9926 sdbws 
execute_case_2_48 154 512 2703 12432 9729 sdbws 
execute_case_2_49 155 1024 2811 8033 5222 sdbws 
execute_case_3_0 156 512 2332 12000 9668 sdbws 
execute_case_3_1 157 512 2333 11863 9530 sdbws 
execute_case_3_2 158 512 2333 11931 9598 sdbws 
execute_case_3_3 159 512 2334 12093 9759 sdbws 
execute_case_3_4 160 512 2334 11951 9617 sdbws 
execute_case_3_5 161 512 2335 12031 9696 sdbws 
execute_case_3_6 162 512 2335 12038 9703 sdbws 
execute_case_3_7 163 512 2335 11986 9651 sdbws 
execute_case_3_8 164 512 2336 11955 9619 sdbws 
execute_case_3_9 165 512 2340 12036 9696 sdbws 
execute_case_3_10 166 512 2340 11912 9572 sdbws 
execute_case_3_11 167 512 2341 12075 9734 sdbws 
execute_case_3_12 168 512 2341 11983 9642 sdbws 
execute_case_3_13 169 512 2341 11765 9424 sdbws 
execute_case_3_14 170 512 2341 11923 9582 sdbws 
execute_case_3_15 171 512 2342 12023 9681 sdbws 
execute_case_3_16 172 512 2342 11916 9574 sdbws 
execute_case_3_17 173 512 2343 11872 9529 sdbws 
execute_case_3_18 174 512 2347 11915 9568 sdbws 
execute_case_3_19 175 512 2348 11973 9625 sdbws 
execute_case_3_20 176 512 2348 11834 9486 sdbws 
execute_case_3_21 177 512 2349 11996 9647 sdbws 
execute_case_3_22 178 512 2349 11939 9590 sdbws 
execute_case_3_23 179 512 2349 11824 9475 sdbws 
execute_case_3_24 180 512 2350 11922 9572 sdbws 
execute_case_3_25 181 512 2350 11811 9461 sdbws 
execute_case_3_26 182 1024 2300 7605 5305 sdbws 
execute_case_3_27 183 512 2351 11927 9576 sdbws 
execute_case_3_28 184 512 2351 11907 9556 sdbws 
execute_case_3_29 185 512 2351 11927 9576 sdbws 
execute_case_3_30 186 512 2352 12042 9690 sdbws 
execute_case_3_31 187 512 2352 11977 9625 sdbws 
execute_case_3_32 188 512 2352 11906 9554 sdbws 
execute_case_3_33 189 512 2353 11964 9611 sdbws 
execute_case_3_34 190 512 2353 11935 9582 sdbws 
execute_case_3_35 191 512 2354 11942 9588 sdbws 
execute_case_3_36 192 512 2354 11915 9561 sdbws 
execute_case_3_37 193 512 2354 11941 9587 sdbws 
execute_case_3_38 194 512 2355 11956 9601 sdbws 
execute_case_3_39 195 512 2355 11912 9557 sdbws 
execute_case_3_40 196 512 2356 11950 9594 sdbws 
execute_case_3_41 197 512 2356 12130 9774 sdbws 
execute_case_3_42 198 512 2356 11855 9499 sdbws 
execute_case_3_43 199 512 2357 12415 10058 sdbws 
execute_case_3_44 200 512 2357 11866 9509 sdbws 
execute_case_3_45 201 512 2357 12038 9681 sdbws 
execute_case_3_46 202 512 2358 11858 9500 sdbws 
execute_case_3_47 203 512 2358 11912 9554 sdbws 
execute_case_3_48 204 512 2359 11973 9614 sdbws 
execute_case_3_49 205 512 2382 11930 9548 sdbws 
average_result_0 206 256 13118 16661 3543 sdbws 
average_result_1 207 256 12395 15958 3563 sdbws 
average_result_2 208 512 13116 14906 1790 sdbws 
average_result_3 209 256 12884 16388 3504 sdbws 
summary 210 256 16905 18537 1632 sdbws 
